user,created,karma,submitted
lilbenjivert,1488490655.0,2.0,3.0
lindatyler08,1495027489.0,1.0,2.0
linearithmic,1489295981.0,3.0,3.0
linkregister,1377926140.0,3981.0,1515.0
little-wheel,1479470320.0,8.0,6.0
lkbainbridge,1502813254.0,2.0,2.0
lloydsparkes,1417767162.0,37.0,17.0
longsangstan,1458674550.0,20.0,30.0
lookbeyondme,1512172469.0,1.0,2.0
lotsoflumens,1443112939.0,177.0,131.0
louithethrid,1428832507.0,186.0,277.0
lowtolerance,1338929034.0,298.0,37.0
lrodriguez31,1491489467.0,1.0,2.0
lucianosousa,1406496324.0,41.0,6.0
luckystartup,1484757276.0,72.0,47.0
lukegiuliani,1369120168.0,3.0,5.0
lukeinator42,1446701160.0,87.0,8.0
lvanderwoude,1487788106.0,2.0,5.0
managerbyday,1500155432.0,-1.0,5.0
manaskarekar,1344725744.0,1730.0,424.0
manishsharan,1338603068.0,981.0,379.0
mannanali413,1503385371.0,22.0,12.0
mannigfaltig,1488671674.0,385.0,111.0
manwithaplan,1470809368.0,11.0,10.0
marcosbeirig,1456298876.0,14.0,2.0
marcuswestin,1277751990.0,429.0,105.0
mariogintili,1389867511.0,8.0,17.0
markatkinson,1431086890.0,429.0,182.0
markplindsay,1406582458.0,48.0,26.0
martin-adams,1337377123.0,1603.0,606.0
martin_bigio,1486415094.0,269.0,14.0
martinmusio7,1481331754.0,13.0,19.0
martins_irbe,1503262538.0,3.0,2.0
masterponomo,1250002075.0,655.0,151.0
matchagaucho,1382221720.0,434.0,238.0
matt-tallygo,1509646698.0,1.0,1.0
matt_wulfeck,1452551430.0,7847.0,1438.0
mattculbreth,1172061113.0,2300.0,760.0
mattferderer,1381164452.0,412.0,126.0
mattfrommars,1409721698.0,37.0,71.0
matthewcford,1238753472.0,295.0,137.0
matthewtoast,1313674109.0,97.0,28.0
matthewwiese,1375818576.0,140.0,83.0
mattkenefick,1426955575.0,10.0,14.0
mattmattmatt,1312220847.0,20.0,16.0
mattmhickman,1462206497.0,5.0,7.0
mauricemooij,1383652959.0,2.0,2.0
maxbrunsfeld,1311091981.0,213.0,42.0
maxjgoldberg,1472607333.0,2.0,1.0
maxwellfoley,1503603222.0,13.0,3.0
mcafeeryan92,1330846582.0,88.0,31.0
mcintyre1994,1359585767.0,2140.0,1474.0
mdturnerphys,1363307643.0,1600.0,328.0
memetomancer,1475778477.0,3.0,3.0
metaphorical,1313137987.0,247.0,49.0
mfiedorowicz,1504355322.0,1.0,1.0
mhogomchungu,1366482818.0,357.0,106.0
michaelbazos,1503584242.0,3.0,2.0
michaelbiven,1426275155.0,67.0,7.0
michaelmrose,1409208117.0,1878.0,1013.0
michaeloblak,1440765580.0,234.0,83.0
michalptacek,1487664135.0,0.0,5.0
micheljansen,1273431502.0,2144.0,457.0
microcolonel,1338594738.0,3363.0,2331.0
microtherion,1250890942.0,2634.0,642.0
miheermunjal,1475856138.0,48.0,30.0
mike_heffner,1248533875.0,115.0,20.0
mikebabineau,1302294124.0,252.0,88.0
mikebenfield,1314627593.0,617.0,99.0
mikejmoffitt,1445379880.0,436.0,132.0
minaandrawos,1395990488.0,494.0,86.0
mirandaclark,1507040115.0,0.0,2.0
misingnoglic,1380124571.0,332.0,159.0
mistermumble,1323210176.0,420.0,107.0
misternugget,1363961447.0,196.0,34.0
mitchellshow,1328301640.0,36.0,25.0
mlaretallack,1418459742.0,52.0,12.0
mobilemidget,1495734163.0,14.0,25.0
modalduality,1486848693.0,283.0,49.0
