user,created,karma,submitted
queicherius,1466627861.0,12.0,6.0
quinndupont,1276098164.0,676.0,364.0
quirkafleeg,1473243730.0,462.0,218.0
qweqweqweqw,1501527734.0,5.0,2.0
rabboRubble,1443243573.0,906.0,363.0
rachekalmir,1384240546.0,3.0,1.0
racheltempo,1512156147.0,1.0,2.0
radicalbyte,1307048301.0,2481.0,735.0
radiorental,1374763564.0,1183.0,383.0
rahilsondhi,1309063506.0,110.0,94.0
rahimshamsy,1500492939.0,2.0,1.0
rajangdavis,1452995643.0,128.0,116.0
rajeshp1986,1470211329.0,304.0,83.0
rakel_rakel,1408884367.0,70.0,17.0
randiantech,1423680152.0,165.0,62.0
randomf1fan,1491339276.0,193.0,35.0
randomname2,1398970560.0,11570.0,1227.0
ravimalik20,1416303931.0,3.0,2.0
raykanani99,1451255443.0,51.0,37.0
rderewianko,1511909740.0,1.0,1.0
readittwice,1472936090.0,238.0,71.0
real-hacker,1443456167.0,35.0,75.0
realworlddl,1500902319.0,1.0,4.0
reaperducer,1491925210.0,661.0,196.0
reasonattlm,1239252572.0,2379.0,662.0
red_admiral,1430407501.0,908.0,105.0
redangstrom,1273790105.0,23.0,11.0
redindian75,1369377811.0,197.0,85.0
relouleco97,1486044880.0,1.0,1.0
remitlycsrp,1493655717.0,1.0,1.0
resalisbury,1411397939.0,6.0,29.0
resfirestar,1475014120.0,302.0,80.0
retreatguru,1426288340.0,141.0,66.0
retrimaniac,1493687676.0,3.0,1.0
rhuddleston,1446670055.0,1.0,3.0
ricardobeat,1281997574.0,8518.0,3932.0
richardknop,1391597943.0,1380.0,666.0
rickbradley,1361915392.0,5.0,3.0
ridewithvia,1506648947.0,2.0,1.0
riemannzeta,1212025082.0,176.0,73.0
rightisleft,1398783781.0,11.0,6.0
rigormortiz,1507303173.0,2.0,2.0
rileyberton,1369757242.0,49.0,12.0
robbomacrae,1441133217.0,39.0,21.0
robbrown451,1318286152.0,841.0,363.0
robert_foss,1304883298.0,1414.0,270.0
