user,created,karma,submitted
JulesRosser,1486171280.0,8.0,5.0
JupiterMoon,1397135898.0,1262.0,1159.0
JustinAiken,1363725987.0,113.0,60.0
KarlFreeman,1256419981.0,287.0,34.0
Kattywumpus,1398894808.0,44.0,14.0
KeepTalking,1266682877.0,1146.0,333.0
KenoFischer,1354489999.0,837.0,161.0
KnownSubset,1321281968.0,5.0,8.0
KurtMueller,1353216538.0,283.0,210.0
KyleBerezin,1467819589.0,8.0,6.0
LeoPanthera,1398962838.0,4307.0,987.0
LibertyBeta,1496928412.0,39.0,3.0
Lifesnoozer,1332919313.0,268.0,9.0
LightWalnut,1510270485.0,1.0,1.0
LinuxBender,1434485617.0,390.0,386.0
Little_John,1483949180.0,2.0,2.0
LouisSayers,1377779081.0,286.0,122.0
LyndsySimon,1343851599.0,1794.0,1006.0
Macrosmatic,1492009302.0,2.0,3.0
ManeSequins,1492726887.0,10.0,2.0
Mantequilla,1507806267.0,4.0,1.0
MarkMMullin,1470863447.0,27.0,57.0
Mathnerd314,1257033829.0,871.0,379.0
MattBearman,1285870436.0,3246.0,717.0
MattGrommes,1222362583.0,766.0,245.0
Matthias247,1410351999.0,1255.0,688.0
MaximHarper,1325537277.0,16.0,7.0
Melchizedek,1407920958.0,192.0,102.0
MichaelROKT,1504226084.0,2.0,1.0
MikeVanBike,1495539879.0,-2.0,4.0
MilnerRoute,1357312765.0,2844.0,911.0
MindTwister,1253824935.0,697.0,209.0
MistahKoala,1371084374.0,136.0,127.0
MoustafaEid,1300226159.0,2.0,2.0
MozillaUser,1505691765.0,-1.0,5.0
Naurception,1494779646.0,7.0,1.0
NelsonMinar,1284068036.0,5773.0,590.0
Nervetattoo,1249928434.0,183.0,55.0
NinjaViktor,1483029701.0,1.0,3.0
Nirvanachan,1472144442.0,1.0,1.0
OliverJones,1415413601.0,2306.0,394.0
Omninternet,1438737258.0,1.0,9.0
Omnipresent,1236921817.0,432.0,285.0
OpenDrapery,1412358835.0,293.0,93.0
OutsmartDan,1415732903.0,26.0,21.0
PatrickAuld,1443556157.0,90.0,12.0
PaymarkJobs,1499039237.0,2.0,1.0
PeanutCurry,1501808997.0,153.0,76.0
PelotonTech,1485993043.0,1.0,1.0
PhasmaFelis,1373349115.0,8374.0,3823.0
Phithagoras,1407985945.0,1245.0,171.0
Powerofmene,1499209067.0,312.0,270.0
Qcombinator,1485985326.0,16.0,12.0
QuantumRoar,1423835684.0,620.0,180.0
Quarrelsome,1236874716.0,1920.0,583.0
ReverseCold,1474047097.0,461.0,286.0
RickJWagner,1493814374.0,26.0,44.0
Rickasaurus,1202853031.0,3421.0,404.0
RileyKyeden,1464288599.0,459.0,214.0
RingwormOne,1508770171.0,93.0,60.0
RockyMcNuts,1274575004.0,4422.0,913.0
RossBencina,1418279621.0,198.0,78.0
RyanMcGreal,1248372785.0,16874.0,3540.0
SHAKEDECADE,1496622906.0,5.0,12.0
SMarraccini,1478033753.0,2.0,3.0
SailingShip,1510947859.0,-7.0,5.0
SaintGhurka,1457360651.0,65.0,18.0
Sangermaine,1490312522.0,514.0,125.0
SantiagoElf,1510672999.0,-3.0,2.0
ScottBurson,1283220040.0,8644.0,3106.0
Scryptonite,1355776507.0,70.0,34.0
Sephiroth87,1373995707.0,299.0,107.0
ShaneWilton,1338229286.0,977.0,176.0
SiempreZeus,1494960447.0,15.0,6.0
SimpleLogin,1509980485.0,21.0,4.0
Simpliplant,1398867069.0,170.0,28.0
Singletoned,1242653425.0,478.0,158.0
SloppyStone,1483589116.0,22.0,6.0
Softcadbury,1354567274.0,31.0,10.0
Sohcahtoa82,1480976699.0,243.0,156.0
Someone1234,1403619631.0,16129.0,3482.0
Spartan-S63,1475877276.0,60.0,15.0
SpicyPython,1483398130.0,7.0,6.0
SquareWheel,1320792744.0,2119.0,869.0
SteffenEnni,1472703931.0,5.0,7.0
Stratoscope,1292184402.0,6665.0,1389.0
