user,created,karma,submitted
jamesrcole,1211190176.0,1127.0,759.0
jamisteven,1406905090.0,27.0,102.0
jammycakes,1349857271.0,203.0,75.0
jankassens,1282993045.0,267.0,68.0
janlin1999,1378659408.0,13.0,21.0
janpaul123,1346446848.0,193.0,39.0
janwillemb,1270042222.0,547.0,134.0
jaredtking,1345924492.0,568.0,72.0
jarofgreen,1308062830.0,563.0,283.0
jasonlfunk,1371221596.0,497.0,139.0
jasonlingx,1310395209.0,688.0,253.0
jasonrhaas,1446415019.0,115.0,53.0
jasonswett,1295447715.0,363.0,100.0
jasontedor,1439782732.0,21.0,5.0
javabean22,1491209227.0,-2.0,27.0
jaxomlotus,1206711751.0,388.0,76.0
jbigelow76,1311630067.0,2262.0,834.0
jbrambleDC,1441515033.0,14.0,24.0
jchavannes,1337641508.0,447.0,71.0
jcstauffer,1272661551.0,30.0,16.0
jdauriemma,1424632036.0,25.0,37.0
jdevonport,1342477886.0,30.0,35.0
jdonaldson,1292952179.0,1048.0,269.0
jeandejean,1460913136.0,58.0,25.0
jeffchuber,1292007491.0,253.0,131.0
jelly-alex,1512175140.0,1.0,1.0
jennaluthy,1485987688.0,4.0,1.0
jeppebemad,1415541754.0,38.0,25.0
jeremiahwv,1464629649.0,8.0,6.0
jeromenerf,1418939045.0,73.0,51.0
jerrylives,1495549754.0,29.0,101.0
jerryuejio,1499803763.0,1.0,1.0
jesperlang,1486588494.0,179.0,48.0
jessaustin,1350409718.0,16137.0,7666.0
jesseyjean,1486103049.0,3.0,5.0
jessmartin,1219097562.0,28.0,24.0
jessriedel,1264346946.0,12137.0,3755.0
jestinjoy1,1395074467.0,1550.0,196.0
jflowers45,1206138229.0,620.0,180.0
jgoldsmith,1351142649.0,405.0,53.0
jhonatan08,1391387876.0,3.0,6.0
jimbobimbo,1254581031.0,668.0,382.0
jimkleiber,1512498523.0,3.0,1.0
jimmahoney,1325183347.0,71.0,41.0
jimmaswell,1355676770.0,1374.0,1060.0
jimmytidey,1379499055.0,536.0,176.0
jimparkins,1317735666.0,446.0,26.0
jimrandomh,1222565430.0,6815.0,844.0
jjazwiecki,1353422365.0,123.0,11.0
jjtheblunt,1307667347.0,322.0,342.0
jkbschwarz,1486469289.0,30.0,4.0
jknoepfler,1465923322.0,1950.0,222.0
jlardinois,1484897330.0,28.0,16.0
jluxenberg,1259014261.0,1238.0,311.0
jmichaliga,1400005158.0,1.0,2.0
jmurinello,1511387240.0,7.0,6.0
jnardiello,1347706146.0,949.0,235.0
